student_id,cumulative_gpa,prereq_gpa,gpa_trend,credits_completed,avg_study_hours_weekly,lms_logins_per_week,assignment_submission_timing,forum_participation_count,video_lecture_completion_rate,study_session_regularity,co_curricular_hours_weekly,grit_proxy_score,final_outcome
S9643,3.23,1.90,0.172,79,6.0,15,Early,19,0.29,2.2,4.7,0.99,Fail
S3188,3.49,3.30,0.114,47,16.0,10,On-Time,6,0.53,1.7,0.4,0.43,At-Risk
S6477,2.41,2.88,-0.184,32,14.4,5,Early,19,0.93,1.5,0.9,0.48,Pass
S5018,2.13,3.27,0.088,76,10.0,11,Late,12,0.49,3.2,6.5,0.07,Pass
S4442,3.52,3.97,-0.141,51,8.7,3,On-Time,14,0.15,5.6,13.5,0.78,Fail
S4982,2.16,2.57,-0.183,109,9.2,13,Early,5,0.61,5.9,11.8,0.78,Pass
S5229,2.83,1.59,0.094,28,23.3,7,On-Time,7,0.73,5.0,3.7,0.59,Pass
S3391,3.72,1.68,0.156,97,5.4,12,On-Time,7,0.57,4.7,6.3,0.04,At-Risk
S2527,3.91,2.15,-0.079,64,16.0,6,Early,12,0.09,5.2,6.8,0.77,Pass
S1475,2.39,3.35,0.051,22,12.0,14,Early,7,0.77,3.0,5.5,0.13,Pass
S9436,3.39,3.09,-0.156,15,20.6,12,On-Time,13,0.85,4.5,2.8,0.25,Fail
S7437,3.06,2.79,0.085,52,18.7,4,Late,3,0.98,4.1,13.4,0.72,Pass
S7146,3.21,2.06,-0.138,36,24.1,11,Late,17,0.45,3.2,0.7,0.19,Pass
S8746,2.47,3.34,0.120,75,11.4,4,Early,5,0.18,3.0,3.0,0.66,Pass
S3853,3.27,1.74,-0.039,76,8.5,11,Late,12,0.25,3.5,6.0,0.44,Pass
S9682,2.13,2.91,-0.156,17,16.5,6,Late,1,0.68,4.7,6.1,0.00,Pass
S5936,2.69,2.78,-0.085,46,18.5,15,On-Time,9,0.66,5.9,7.4,0.17,Pass
S8139,3.83,3.41,-0.189,66,11.0,9,Early,12,0.45,4.2,12.1,0.33,Pass
S9376,3.52,2.31,-0.030,113,13.1,11,On-Time,1,0.69,2.7,12.4,0.80,Pass
S1666,3.57,3.39,0.186,84,16.8,15,On-Time,12,0.80,1.8,4.9,0.29,Pass
S2428,2.97,3.15,0.046,70,23.5,3,Early,1,0.70,5.8,11.5,0.21,Pass
S4766,2.06,3.82,-0.010,101,20.8,3,Early,7,0.15,5.6,4.1,0.37,Fail
S6542,2.12,3.62,-0.174,107,14.7,5,Early,16,0.29,3.1,5.8,0.10,Fail
S5445,3.68,1.88,0.042,95,19.4,13,On-Time,10,0.21,5.0,5.0,0.99,Pass
S2539,3.13,2.95,0.151,28,12.8,6,On-Time,6,0.65,4.2,8.7,0.72,Pass
S5004,3.92,3.02,0.005,115,7.8,6,Late,8,0.29,4.6,11.7,0.75,Pass
S3028,2.96,2.37,0.116,69,17.4,4,Early,12,0.97,3.4,6.6,0.75,Pass
S6090,3.41,3.55,-0.073,117,15.4,9,Early,4,0.96,5.9,14.5,0.03,Pass
S1081,3.61,1.73,-0.141,60,18.8,6,Late,6,0.18,3.8,12.5,0.49,Pass
S2994,2.31,3.87,-0.114,32,25.0,11,Late,19,0.85,3.9,1.0,0.73,Pass
S2152,2.82,1.86,-0.141,89,19.7,5,Late,9,0.98,2.2,4.5,0.30,At-Risk
S1190,3.36,2.37,0.135,77,17.7,13,Late,3,0.81,5.7,1.0,0.36,Fail
S4253,3.29,2.47,-0.071,37,23.1,8,On-Time,6,0.02,1.0,1.9,0.22,Pass
S3143,3.29,2.39,0.144,29,22.3,5,On-Time,5,0.25,4.7,14.5,0.33,At-Risk
S7373,2.40,3.22,-0.094,76,24.0,10,On-Time,0,0.42,5.7,11.1,0.94,Pass
S5347,2.81,2.35,0.144,18,10.6,8,On-Time,12,0.73,2.3,4.7,0.46,Pass
S7148,2.43,2.91,0.051,47,6.6,15,Early,18,0.48,3.7,4.1,0.97,Fail
S6627,3.08,1.51,-0.030,59,16.2,15,Late,15,0.87,3.9,13.3,0.82,Fail
S8789,3.29,1.72,-0.063,17,6.8,6,Late,8,0.69,5.1,7.1,0.02,Pass
S9681,2.68,3.79,0.010,54,20.1,3,On-Time,15,0.39,3.2,10.8,0.78,At-Risk
S7247,3.72,1.74,-0.154,20,18.9,4,On-Time,18,0.94,3.6,11.7,0.71,Pass
S6882,3.06,2.32,-0.161,118,19.6,9,Late,19,0.54,1.4,4.7,0.26,At-Risk
S5640,3.01,2.95,-0.136,36,8.5,11,On-Time,5,0.03,4.4,10.3,0.49,Fail
S4324,2.53,2.02,0.172,101,23.6,8,Early,13,0.66,3.0,1.8,0.33,Pass
S8922,3.24,2.42,-0.131,100,8.9,13,On-Time,7,0.38,3.5,5.5,0.80,At-Risk
S3115,2.74,2.84,0.104,81,12.0,8,On-Time,12,0.05,3.0,4.4,0.96,Pass
S1807,3.97,1.61,0.031,18,23.8,3,Late,14,0.03,2.5,7.6,0.49,Fail
S9927,3.61,3.66,0.052,37,20.3,8,Late,6,0.11,5.4,10.1,0.12,Fail
S9938,3.48,1.83,-0.198,60,14.4,4,Early,13,0.85,5.4,6.7,0.49,Pass
S4794,2.83,1.74,0.001,80,9.5,12,On-Time,11,0.64,2.6,14.8,0.01,Pass
S1311,2.48,2.75,-0.188,89,11.4,6,On-Time,11,0.07,6.0,7.6,0.75,At-Risk
S1156,3.81,2.88,-0.151,73,20.7,12,Late,9,0.51,1.4,5.6,0.66,Pass
S5947,2.34,1.61,-0.138,100,12.4,13,Early,9,0.96,2.3,9.6,0.41,Pass
S9157,2.16,2.12,-0.153,21,14.7,11,On-Time,15,0.49,4.9,1.5,0.73,Pass
S3813,3.78,3.02,-0.185,33,24.0,12,Late,15,0.88,1.4,3.5,0.19,Pass
S1192,2.66,2.64,-0.053,64,17.0,4,On-Time,0,0.35,1.2,8.1,0.51,At-Risk
S3994,2.12,1.88,0.194,50,8.9,10,Late,10,0.43,1.2,4.0,0.10,Fail
S5704,2.73,2.72,0.041,66,6.9,11,Late,6,0.25,2.7,6.5,0.26,Fail
S9116,2.99,1.94,0.075,85,18.3,10,Late,5,0.01,2.9,9.9,0.33,At-Risk
S5231,2.38,3.42,-0.091,91,12.9,9,Late,8,0.31,2.1,4.9,0.72,Fail
S9014,2.53,2.48,-0.122,61,8.9,4,Late,2,0.52,5.4,13.0,0.46,Pass
S7703,2.70,1.72,0.061,45,11.8,9,Late,12,0.52,4.5,5.3,0.95,Fail
S3662,2.15,3.11,-0.138,30,5.2,10,On-Time,2,0.35,4.9,11.1,0.85,Pass
S2987,2.81,2.00,-0.119,93,13.8,10,On-Time,7,0.78,5.8,3.0,0.36,Pass
S1334,3.70,1.71,-0.078,19,6.6,14,Early,11,0.61,2.0,9.8,0.32,Pass
S2686,3.37,2.95,-0.131,42,11.8,6,On-Time,17,0.34,2.1,4.9,0.97,Pass
S1035,3.21,2.98,-0.124,109,19.7,3,On-Time,3,0.61,4.1,12.9,0.08,At-Risk
S1186,2.49,2.71,-0.011,21,16.5,7,Late,1,0.35,5.9,7.1,0.01,Pass
S4168,3.13,2.62,-0.134,25,15.2,7,On-Time,13,0.62,4.4,1.1,0.88,Pass
S1951,2.22,2.14,0.107,23,15.7,5,Early,15,0.73,2.9,5.6,0.70,Pass
S1458,3.01,2.13,0.047,111,10.6,4,Early,11,0.83,2.4,5.5,0.46,Pass
S1073,3.56,3.66,0.140,108,19.4,10,Late,1,0.30,5.6,11.6,0.28,Pass
S7124,2.76,1.73,-0.017,21,17.0,11,Early,4,0.58,5.0,3.9,0.21,Pass
S9064,3.88,3.22,-0.102,104,9.1,14,Late,18,0.13,2.6,9.2,0.33,At-Risk
S5298,2.33,3.95,0.138,66,11.1,6,On-Time,3,0.87,4.5,1.0,0.10,Pass
S2907,2.88,2.98,-0.176,72,12.6,5,Early,6,0.14,4.9,8.4,0.29,Pass
S6700,3.93,2.78,-0.126,58,13.2,3,On-Time,12,0.07,2.3,8.2,0.82,Fail
S6352,3.11,2.01,-0.154,67,23.8,3,On-Time,4,0.96,2.5,10.8,0.29,At-Risk
S8559,2.80,3.47,-0.058,84,8.3,4,On-Time,3,0.93,4.7,10.7,0.24,At-Risk
S1462,2.90,2.63,-0.089,16,7.5,3,Late,1,0.06,3.4,9.3,0.18,Pass
S1784,2.38,2.99,-0.125,31,14.2,11,Late,2,0.77,3.8,14.7,0.06,Pass
S4412,3.86,2.49,-0.163,57,8.6,14,On-Time,10,0.08,2.3,6.9,0.80,Pass
S7387,2.02,3.54,-0.115,94,13.2,6,On-Time,9,0.03,5.4,7.6,0.75,Fail
S8530,2.79,2.08,0.051,57,7.3,3,On-Time,4,0.46,2.4,8.7,0.58,Fail
S7155,3.24,1.80,0.051,44,9.5,7,Late,13,0.93,3.2,12.1,0.71,Pass
S1604,2.22,3.06,0.038,101,18.6,12,Early,2,0.30,2.1,2.8,0.31,Pass
S2569,2.44,3.65,0.021,103,11.2,10,Late,6,0.52,3.7,9.2,0.67,Fail
S3417,3.33,2.08,0.078,65,16.7,4,Early,14,0.45,3.1,5.6,0.18,Pass
S3981,2.09,2.15,-0.001,49,17.6,3,Late,3,0.87,3.1,14.6,0.41,Pass
S6554,3.44,2.80,-0.103,54,5.4,5,Early,0,0.90,5.4,4.7,0.07,Pass
S4032,2.46,3.59,-0.161,43,11.4,5,Early,11,0.58,4.5,9.5,0.65,Pass
S9444,3.97,3.46,-0.194,27,12.0,5,Early,3,0.35,3.1,11.7,0.14,Pass
S7324,3.87,1.67,-0.155,103,16.0,8,On-Time,18,0.50,2.4,9.5,0.21,Pass
S6655,2.92,2.68,-0.055,77,7.4,3,Late,16,0.10,1.4,12.7,0.58,At-Risk
S8344,3.36,2.30,0.058,30,17.4,15,Late,10,0.72,2.6,2.3,0.49,Pass
S8448,3.82,3.29,0.029,107,10.8,6,On-Time,8,0.15,4.9,13.5,0.67,Pass
S7634,3.96,1.51,0.051,105,11.5,5,Late,9,0.81,3.8,9.6,0.05,Pass
S8565,3.23,1.84,-0.009,58,19.3,11,Early,18,0.56,2.5,12.8,0.10,Pass
S3213,2.34,1.54,0.026,106,16.4,7,On-Time,2,0.28,5.5,2.6,0.63,Pass
S8283,2.65,3.72,-0.076,59,22.6,6,Early,15,0.07,2.8,9.9,0.48,Pass
S2251,3.12,2.50,0.005,63,9.6,13,On-Time,12,0.35,1.5,0.8,0.25,Pass
S6707,3.08,3.86,0.127,80,22.7,6,Late,1,0.93,1.7,0.0,0.16,Pass
S7989,3.50,2.18,-0.075,72,9.9,11,Early,12,0.91,5.7,10.1,0.67,Fail
S2318,3.88,3.16,0.048,22,18.4,5,Late,17,0.04,5.4,4.8,0.29,Pass
S8909,2.53,3.99,-0.170,39,5.1,11,Early,7,0.77,3.3,9.5,0.03,Pass
S5769,2.35,2.94,0.127,60,15.3,11,Late,0,0.28,5.3,0.2,0.08,Pass
S6161,2.84,2.96,0.167,79,23.6,9,Early,1,0.11,3.5,1.2,0.82,Pass
S9936,3.59,2.57,0.141,45,20.5,4,Early,17,0.16,3.5,14.4,0.36,Fail
S7229,2.79,2.52,0.179,98,11.9,4,On-Time,4,0.28,3.5,5.1,0.99,Pass
S7207,3.06,2.72,0.046,113,21.8,12,On-Time,15,0.65,5.3,3.2,0.40,Pass
S3859,3.27,1.70,-0.004,38,16.9,9,On-Time,14,0.70,3.9,11.5,0.44,Pass
S9038,3.50,1.71,0.122,33,13.1,14,Late,2,0.28,2.2,0.0,0.93,At-Risk
S6225,2.88,3.13,0.035,39,12.8,7,On-Time,12,0.18,5.0,12.8,0.64,At-Risk
S4741,2.41,2.51,0.018,78,23.3,12,Late,6,0.52,1.9,14.7,0.46,Pass
S7355,3.62,1.57,0.087,102,13.6,10,Early,12,0.33,4.8,8.6,0.55,At-Risk
S3538,2.02,2.86,-0.106,116,11.7,12,Early,11,0.40,3.6,10.3,0.79,Pass
S3801,3.19,3.08,0.115,89,9.8,8,Early,10,0.35,2.4,0.4,0.85,Pass
S6856,3.74,3.51,0.062,102,7.4,3,Early,1,0.34,5.9,4.3,0.85,Fail
S9561,3.62,2.35,-0.054,80,11.3,9,Late,1,0.97,3.9,4.1,0.29,At-Risk
S9869,3.17,2.10,-0.063,71,13.6,9,Early,7,0.27,4.3,8.6,0.72,Pass
S9251,2.54,3.11,-0.136,106,13.9,7,On-Time,0,0.73,3.7,6.8,0.42,Fail
S5303,3.54,2.62,-0.125,52,18.2,9,Early,4,0.99,1.5,2.7,0.94,Pass
S3528,2.88,1.68,0.109,24,11.9,11,Late,4,0.43,1.9,1.8,0.45,Pass
S7477,3.68,3.05,-0.083,110,7.5,9,Early,5,0.81,2.8,1.1,0.04,Pass
S2760,3.12,3.68,0.062,53,15.1,15,On-Time,11,0.87,3.6,13.4,0.50,Fail
S6601,2.48,3.62,-0.164,104,6.6,4,Early,7,0.34,3.4,4.3,0.35,At-Risk
S4949,3.96,3.79,-0.054,63,11.2,3,Late,7,0.84,4.1,4.3,0.95,Pass
S6325,3.89,3.12,0.079,94,23.7,10,Early,2,0.66,1.9,13.6,0.05,Pass
S2903,3.57,3.72,-0.184,55,12.6,15,On-Time,14,0.36,5.4,12.5,0.16,Fail
S9532,2.35,3.46,0.008,50,19.9,4,Late,3,0.67,4.7,4.5,0.47,Pass
S2658,3.30,3.25,-0.144,38,9.1,6,Late,12,0.16,3.7,6.4,0.36,At-Risk
S6389,2.81,2.24,-0.152,106,24.0,15,Late,9,0.66,1.7,9.3,0.61,At-Risk
S8148,3.90,1.91,-0.032,29,24.6,5,Late,10,0.40,3.7,14.3,0.85,Pass
S9643,3.14,3.52,-0.070,97,12.0,3,On-Time,8,0.24,4.0,7.7,0.96,Pass
S8129,2.24,3.77,-0.130,85,19.6,10,On-Time,6,0.68,3.8,2.1,0.39,Pass
S2165,3.13,1.66,0.033,87,11.9,11,Early,1,0.36,1.5,1.7,0.56,Pass
S1351,2.53,2.88,0.089,48,18.3,14,On-Time,2,0.24,2.2,9.7,0.91,Pass
S3750,3.97,3.34,0.028,66,13.4,12,Early,19,0.75,3.2,4.2,0.25,Pass
S5977,2.04,1.86,-0.148,47,20.8,15,Early,13,0.51,5.2,7.0,0.39,Pass
S5161,2.17,2.64,-0.178,100,22.4,14,Late,2,0.49,2.6,1.2,0.27,At-Risk
S8259,3.31,3.51,-0.118,85,20.1,13,On-Time,0,0.74,5.7,7.5,0.07,Pass
S3431,2.10,1.85,-0.196,86,21.1,6,Late,0,0.88,5.0,8.0,0.02,Pass
S3457,2.88,3.17,0.093,63,24.7,15,Early,1,0.10,3.7,6.3,0.85,Fail
S3403,2.91,2.76,0.186,62,12.0,13,On-Time,3,0.52,5.8,8.6,0.13,Pass
S3011,2.48,1.64,0.181,58,5.3,15,Late,16,0.82,2.8,12.0,0.96,Pass
S3532,3.99,3.68,0.046,116,8.6,15,Early,14,0.72,5.1,4.4,0.73,Pass
S7965,2.80,3.70,-0.080,85,7.4,13,Early,13,0.73,2.7,6.8,0.90,At-Risk
S1930,2.99,2.10,0.075,117,8.9,9,Late,6,0.08,3.7,6.7,0.04,Pass
S2636,3.68,2.34,-0.048,102,8.4,13,On-Time,14,0.97,3.6,0.8,0.59,At-Risk
S4663,2.22,2.86,-0.181,102,16.1,7,Late,8,0.35,5.1,2.3,0.10,Pass
S4538,2.80,3.53,-0.113,43,19.3,6,On-Time,18,0.99,5.8,14.7,0.81,Pass
S9299,3.70,2.06,-0.177,55,22.7,4,Early,14,0.54,3.7,13.5,0.90,Pass
S8552,2.96,1.66,0.091,87,12.8,6,Late,16,0.77,1.8,6.7,0.86,Fail
S8702,2.55,1.57,-0.127,33,20.3,9,On-Time,12,0.28,4.7,11.7,0.61,Pass
S5352,3.75,3.10,-0.017,107,14.6,13,Early,0,0.31,3.9,12.8,0.49,Pass
S6082,3.01,1.58,0.143,103,14.6,3,On-Time,7,0.44,4.7,14.4,0.16,Pass
S2071,3.79,2.87,0.027,97,21.2,8,On-Time,14,0.37,2.7,5.8,0.06,Fail
S5290,2.87,3.91,0.036,97,24.5,6,Late,1,0.99,4.2,6.4,0.02,Pass
S9227,3.45,1.96,-0.174,101,21.7,11,Early,8,0.45,3.2,13.4,0.99,At-Risk
S3366,2.51,3.36,-0.069,26,7.5,5,Early,4,0.07,5.5,14.5,0.26,Pass
S2893,2.04,2.74,-0.082,57,5.2,4,Late,2,0.02,5.3,14.7,0.39,Pass
S3335,2.26,2.17,-0.180,99,8.6,7,On-Time,6,0.40,2.4,6.3,0.84,Pass
S6120,3.58,2.51,0.066,93,12.9,9,Early,8,0.00,2.4,5.6,0.01,Fail
S2254,2.47,2.67,0.062,28,15.7,3,Early,18,0.87,1.4,1.7,0.16,At-Risk
S1608,2.97,2.73,0.055,108,15.4,5,Early,3,0.52,4.8,8.0,0.42,Fail
S8510,3.92,3.01,-0.183,48,18.9,5,Late,10,0.39,3.5,10.0,0.85,Fail
S8630,2.74,3.75,0.184,18,14.7,13,Early,8,0.87,5.3,7.7,0.39,Fail
S7365,2.82,3.55,-0.005,64,15.2,11,On-Time,5,0.01,2.6,13.6,0.84,Fail
S9200,2.26,2.80,-0.141,22,11.7,5,Late,3,0.77,5.5,0.9,0.60,Fail
S9754,2.24,3.80,-0.101,95,18.3,13,Early,11,0.29,5.1,2.2,0.61,At-Risk
S2497,3.45,2.52,-0.109,52,17.8,9,Early,15,0.81,3.4,14.8,0.58,At-Risk
S4333,2.12,2.59,-0.032,103,13.4,7,Early,15,0.88,5.9,10.0,0.79,Pass
S7540,3.00,2.63,0.084,99,12.8,12,On-Time,14,0.22,2.7,11.6,0.81,Pass
S1773,3.73,3.78,-0.179,66,16.4,7,On-Time,15,0.39,5.4,6.4,0.93,Pass
S5102,3.11,2.27,0.133,28,6.6,8,Early,0,0.87,2.9,6.4,0.22,Pass
S9308,2.62,2.66,0.001,76,19.4,8,Late,0,0.53,2.8,1.1,0.53,Pass
S7892,2.69,2.88,-0.186,62,6.6,6,Late,11,0.44,5.8,8.8,0.79,Fail
S7535,2.10,2.89,-0.181,38,19.4,7,Late,7,0.42,5.8,2.2,0.38,Pass
S6966,3.06,1.81,0.082,18,9.9,12,Early,7,0.96,3.1,13.6,0.55,Pass
S1455,3.20,1.68,0.096,34,13.8,4,Early,2,0.25,1.5,9.1,0.07,Pass
S1409,2.21,3.94,-0.137,57,20.1,4,Late,0,0.53,5.5,9.4,0.67,Pass
S1777,3.17,2.97,0.010,76,19.7,9,Early,19,0.08,3.5,7.9,0.81,At-Risk
S3250,3.50,1.54,0.147,72,10.3,10,Early,9,0.31,2.9,7.0,0.97,Pass
S8457,2.41,3.84,0.035,98,18.8,11,Late,11,0.01,4.9,1.4,0.47,Pass
S8636,2.87,2.16,0.180,73,9.3,9,On-Time,5,0.72,1.1,10.7,0.49,At-Risk
S5500,3.96,1.51,0.192,77,6.7,13,On-Time,1,0.51,3.7,12.8,0.84,Pass
S7256,2.57,2.22,0.163,53,14.6,7,Early,13,0.97,4.2,8.9,0.51,Fail
S3008,3.45,3.40,-0.017,84,8.1,10,Late,5,0.01,2.8,2.7,0.26,Pass
S3009,3.38,3.64,0.041,102,9.2,10,On-Time,2,0.76,3.6,13.1,0.66,Fail
S9472,3.61,2.94,0.044,30,16.2,8,On-Time,11,0.80,2.6,0.2,0.34,Pass
S9927,3.32,3.70,-0.001,119,23.8,9,On-Time,8,0.31,3.5,10.9,0.36,Pass
S6323,3.18,3.39,-0.116,89,17.1,15,Late,8,0.12,4.3,12.7,0.04,Fail
S5352,2.86,2.93,-0.144,83,24.0,6,On-Time,7,0.54,2.4,12.6,0.50,Fail
S5725,2.44,2.34,0.129,73,20.3,4,Early,3,0.51,4.5,14.3,0.95,Pass
S2348,2.68,3.69,0.156,31,22.7,13,Late,5,0.57,5.3,11.5,0.34,Fail
S2628,3.12,1.86,0.065,118,12.6,7,Late,16,0.44,5.7,13.3,0.87,Pass
S7382,3.83,1.83,0.166,63,16.9,10,Early,6,0.47,3.5,8.2,0.70,Pass
S1058,2.91,1.71,0.086,118,18.1,8,On-Time,3,0.14,4.1,3.0,0.58,At-Risk
S7241,2.50,1.51,-0.036,56,10.3,14,Late,13,0.26,4.1,8.3,0.39,Fail
S6668,2.43,3.19,-0.167,33,23.0,14,On-Time,7,0.75,2.4,6.6,0.88,Fail
S3206,3.22,3.11,-0.159,39,20.1,4,Early,5,0.08,1.8,9.3,0.86,Pass
S3533,2.66,3.69,0.040,15,5.0,10,On-Time,10,0.65,4.7,5.6,0.90,At-Risk
S2472,2.55,1.81,0.186,66,9.6,13,On-Time,3,0.76,1.7,5.8,0.13,Pass
S5201,2.94,1.77,0.077,28,8.3,5,Late,12,0.06,2.2,7.0,0.66,Pass
S2821,3.36,1.75,-0.115,114,24.9,13,On-Time,1,0.47,3.3,13.7,0.96,Pass
S8982,3.45,2.88,-0.005,26,23.0,12,Late,14,0.94,5.2,9.8,0.85,Pass
S6546,3.49,3.36,0.014,118,17.7,8,Late,6,0.76,5.3,7.9,0.28,Pass
S6503,2.14,3.28,-0.132,48,10.1,9,Early,6,0.06,1.9,3.9,0.87,Pass
S9617,3.00,3.74,0.033,23,11.8,15,Early,11,0.79,2.9,14.4,0.87,Fail
S5500,2.23,2.00,0.037,29,10.8,11,Late,2,0.38,2.6,4.5,0.14,Pass
S2109,3.88,2.77,0.075,87,15.8,4,Early,11,0.79,4.6,10.1,0.24,Pass
S8865,2.16,3.46,-0.144,52,21.5,6,Late,16,0.66,5.7,13.9,0.65,Pass
S6871,2.28,2.26,0.149,32,20.1,6,Late,3,0.80,1.9,7.6,0.85,At-Risk
S4946,2.08,3.21,0.133,103,13.3,4,Late,8,0.29,4.7,2.5,0.74,At-Risk
S3447,3.20,3.26,-0.176,34,19.1,4,Late,12,0.69,4.2,7.4,0.51,Fail
S5092,2.80,1.82,0.075,66,17.1,14,On-Time,11,0.45,1.8,13.7,0.16,Pass
S7252,3.75,3.99,0.030,36,18.4,14,On-Time,4,0.34,5.4,0.0,0.06,Pass
S2448,3.27,1.83,-0.069,52,12.5,5,On-Time,5,0.43,2.4,2.5,0.38,Pass
S6989,2.83,3.40,0.148,48,6.9,3,Early,18,0.15,1.5,1.3,0.27,Pass
S5006,2.52,2.91,0.138,27,23.2,14,Early,14,0.25,5.7,7.5,0.09,Pass
S3322,3.38,2.84,0.004,41,14.3,5,Early,12,0.79,4.8,1.5,0.04,Fail
S7897,2.18,2.58,0.161,90,16.5,7,Early,13,0.53,2.4,12.1,0.06,Pass
S4801,3.07,3.36,-0.035,89,12.6,8,On-Time,3,0.17,3.9,8.0,0.82,Pass
S3944,3.42,2.58,-0.160,44,7.6,10,Early,11,0.57,2.3,4.2,0.13,Pass
S8031,3.54,3.67,-0.069,106,24.3,5,Early,6,0.66,5.3,2.4,0.23,At-Risk
S5452,2.39,3.36,0.033,49,10.1,5,Early,9,0.75,4.5,9.9,0.55,Pass
S7093,2.10,3.66,0.026,37,13.5,3,Early,18,0.59,1.3,5.2,0.09,Pass
S5260,2.26,1.71,0.158,31,9.8,10,Late,19,0.12,3.2,10.3,0.50,Fail
S5219,3.98,3.59,0.200,78,24.1,4,Early,13,1.00,3.6,10.9,0.46,At-Risk
S3036,3.62,3.97,-0.161,69,24.8,10,On-Time,1,0.24,4.5,13.2,0.89,At-Risk
S1713,3.03,3.92,-0.088,67,21.2,11,Early,16,0.58,3.8,0.0,0.17,Pass
S6823,3.47,2.46,-0.151,73,10.5,6,Late,0,0.32,4.8,7.2,0.42,Pass
S8119,2.90,3.18,-0.066,74,18.6,10,Late,4,0.94,5.0,1.1,0.43,Pass
S9837,2.73,2.40,-0.047,118,8.5,13,Late,12,0.57,5.9,10.6,0.87,Pass
S3651,2.85,1.61,-0.165,62,11.1,10,Early,10,0.11,4.0,6.3,0.79,Pass
S5515,2.13,2.06,0.052,62,22.2,5,Early,7,0.80,5.2,3.6,0.64,Pass
S9854,3.88,2.75,-0.015,104,11.6,11,Late,17,0.22,1.1,9.9,0.26,At-Risk
S4810,2.75,3.52,-0.172,46,15.8,6,Late,13,0.28,3.3,14.2,0.55,At-Risk
S5537,3.50,3.32,0.039,95,12.9,13,Early,13,0.52,4.7,7.1,0.80,Pass
S1739,2.96,1.51,0.087,59,19.2,13,Early,18,0.86,2.1,13.2,0.91,Fail
S5937,2.91,3.58,-0.062,22,15.8,14,On-Time,12,0.62,2.7,9.9,0.95,Fail
S4176,3.88,2.89,-0.198,63,17.7,11,Early,13,0.34,4.4,7.4,0.77,Fail
S9143,2.78,3.46,0.198,52,20.3,12,Late,18,0.95,6.0,7.6,0.73,Pass
S3908,3.36,1.83,0.056,38,6.9,13,On-Time,2,0.05,5.0,2.2,0.52,Pass
S7771,3.39,1.68,-0.093,107,23.3,14,Early,18,0.52,1.6,6.5,0.87,At-Risk
S2921,2.46,2.97,0.090,51,11.9,15,Late,10,0.72,2.6,12.2,0.63,At-Risk
S2880,3.41,3.08,0.018,114,20.9,13,Late,19,0.88,3.4,12.0,0.20,Fail
S5954,2.38,2.86,-0.158,39,12.5,10,Early,10,0.59,3.1,1.6,0.74,Pass
S2151,3.11,1.53,-0.059,57,15.1,4,On-Time,7,0.37,3.4,0.9,0.32,Pass
S6295,3.98,1.90,0.191,37,12.5,9,On-Time,18,0.79,4.4,6.9,0.97,At-Risk
S2301,2.05,3.54,-0.163,66,6.5,11,Late,10,0.61,4.7,1.4,0.52,Pass
S9824,3.71,1.97,0.107,117,14.8,12,Late,9,0.92,2.3,9.8,0.40,At-Risk
S9762,3.30,2.35,-0.184,101,11.2,3,On-Time,17,0.21,5.2,12.2,0.96,Pass
S7316,2.09,2.20,-0.115,37,20.5,11,On-Time,1,0.91,2.2,8.2,0.93,Fail
S9598,2.21,2.83,0.023,92,23.1,3,Early,7,0.78,3.1,1.0,0.09,Pass
S2981,2.71,2.81,0.098,77,14.1,14,On-Time,6,0.16,3.0,0.4,0.30,Pass
S8679,3.56,1.83,0.041,100,20.8,12,Late,12,0.14,3.0,10.2,0.35,Pass
S9266,3.63,2.09,-0.168,108,13.0,6,On-Time,19,0.88,1.4,4.2,0.40,Pass
S9104,3.34,1.79,-0.023,86,20.4,13,Late,2,0.84,4.1,13.1,0.01,Pass
S7901,3.40,1.57,-0.160,58,22.2,10,Late,2,0.67,2.8,4.0,0.79,Fail
S1870,2.93,2.39,0.058,22,12.1,9,Early,0,0.85,3.8,12.6,0.43,Pass
S3195,3.54,1.70,0.175,86,13.9,7,On-Time,1,0.44,3.3,6.6,0.54,At-Risk
S7794,3.81,2.85,-0.072,24,22.5,14,Late,13,0.58,3.3,9.2,0.46,Pass
S5580,3.45,3.24,-0.059,52,12.6,8,On-Time,0,0.48,3.4,11.4,0.23,Fail
S3690,2.82,2.40,0.038,100,22.3,6,Late,14,0.10,3.7,2.6,0.07,Pass
S8415,3.95,1.80,-0.064,58,23.9,6,On-Time,11,0.81,2.3,13.4,0.27,Pass
S3783,3.85,3.80,-0.060,15,17.5,12,On-Time,12,0.62,4.0,12.4,0.30,Fail
S3026,3.19,2.85,0.191,70,10.2,4,Late,16,0.83,3.7,10.8,0.47,Pass
S8388,2.07,2.50,-0.116,42,7.7,4,On-Time,16,0.24,5.1,11.7,0.47,Fail
S5007,3.15,2.59,0.019,99,9.8,10,On-Time,6,0.15,3.3,1.0,0.78,Fail
S8826,2.64,1.52,0.106,38,7.4,7,Late,17,0.91,4.7,0.4,0.53,Pass
S1764,2.59,1.71,0.158,82,21.7,5,Early,11,0.69,1.9,10.3,0.40,At-Risk
S3601,3.93,1.79,-0.171,32,13.7,11,Early,7,0.68,4.1,6.7,0.78,At-Risk
S1315,2.56,2.44,-0.188,115,15.2,3,Late,15,0.06,4.9,7.2,0.02,At-Risk
