student_id,cumulative_gpa,gpa_trend,failed_courses_count,credits_per_semester_avg,attendance_percentage,stream_choice_satisfaction,lms_engagement_score,assignment_lateness_rate,library_resource_usage,co_curricular_involvement,help_seeking_behavior,scholarship_status,is_first_generation_learner,location_type,dropout_status
S12700,3.50,0.117,0,16.1,0.99,5,24.8,0.01,32,2,TRUE,TRUE,TRUE,Urban,0
S24152,2.15,-0.433,2,9.3,0.51,2,6.3,0.45,7,0,FALSE,TRUE,TRUE,Rural,1
S58652,3.00,-0.018,0,13.0,0.84,3,17.3,0.21,21,4,TRUE,TRUE,TRUE,Rural,0
S58001,3.87,0.058,0,15.8,0.98,4,15.3,0.03,42,1,TRUE,TRUE,FALSE,Urban,0
S28145,2.05,-0.169,2,12.4,0.41,3,2.3,0.94,1,0,FALSE,TRUE,TRUE,Rural,0
S14581,3.27,-0.174,2,12.5,0.81,4,8.6,0.13,32,1,TRUE,TRUE,FALSE,Urban,0
S65002,3.22,0.208,0,17.0,0.97,5,16.6,0.09,40,2,TRUE,FALSE,FALSE,Urban,0
S46461,2.47,0.076,2,17.1,0.82,3,15.4,0.17,10,1,FALSE,TRUE,FALSE,Urban,0
S12595,3.23,0.121,0,16.7,1.00,4,16.7,0.02,45,3,TRUE,TRUE,FALSE,Urban,0
S46290,3.88,0.013,0,17.4,0.96,4,22.9,0.08,33,2,TRUE,FALSE,FALSE,Rural,0
S94625,2.75,-0.038,1,12.8,0.81,2,14.8,0.40,28,2,TRUE,TRUE,FALSE,Urban,1
S60723,3.03,0.143,1,15.3,0.94,3,11.3,0.25,15,4,TRUE,TRUE,TRUE,Urban,0
S97033,3.16,-0.107,0,14.2,0.82,4,15.5,0.28,29,0,FALSE,FALSE,TRUE,Rural,1
S51907,3.38,0.050,0,17.6,0.96,5,18.2,0.03,46,1,TRUE,FALSE,FALSE,Urban,0
S23934,3.66,0.067,0,15.7,0.92,4,20.9,0.02,43,3,TRUE,TRUE,FALSE,Rural,0
S77168,3.32,-0.158,1,16.2,0.80,4,12.9,0.25,12,4,TRUE,FALSE,FALSE,Urban,0
S74314,3.26,0.154,2,12.4,0.76,4,12.4,0.20,12,1,TRUE,TRUE,TRUE,Urban,0
S86050,3.58,0.181,0,17.5,0.92,4,15.1,0.03,32,3,TRUE,FALSE,TRUE,Urban,0
S71320,3.96,0.174,0,16.7,0.95,5,18.1,0.06,49,3,TRUE,TRUE,TRUE,Rural,0
S99562,1.66,-0.283,2,14.6,0.63,1,3.6,0.51,6,1,FALSE,TRUE,FALSE,Urban,1
S91366,2.69,-0.100,1,12.1,0.76,3,16.5,0.35,18,4,FALSE,FALSE,TRUE,Rural,0
S30246,2.94,0.116,0,15.0,0.83,2,7.7,0.24,31,2,TRUE,TRUE,FALSE,Urban,0
S73751,2.62,0.195,1,16.0,0.82,4,12.9,0.20,5,2,FALSE,TRUE,FALSE,Rural,0
S17806,2.58,0.174,1,17.0,0.82,3,9.4,0.28,33,2,FALSE,FALSE,TRUE,Rural,1
S33622,3.41,0.040,0,16.8,0.99,4,23.2,0.06,59,3,TRUE,FALSE,FALSE,Urban,0
S78676,2.88,-0.134,1,14.7,0.80,3,9.7,0.21,28,3,TRUE,TRUE,FALSE,Urban,0
S69496,2.95,0.169,2,12.5,0.74,2,15.9,0.07,8,4,TRUE,FALSE,TRUE,Rural,0
S54287,3.30,-0.152,2,12.4,0.87,4,13.4,0.41,24,2,FALSE,FALSE,FALSE,Rural,0
S29947,2.19,-0.178,4,9.3,0.65,3,5.6,0.45,7,0,FALSE,TRUE,FALSE,Rural,1
S80622,3.72,0.248,0,17.8,0.99,5,18.2,0.05,33,1,TRUE,FALSE,FALSE,Rural,0
S23355,3.80,0.245,0,16.4,0.97,4,23.3,0.01,26,2,TRUE,FALSE,FALSE,Urban,0
S25503,2.16,-0.429,3,13.6,0.42,2,1.7,0.41,2,0,FALSE,FALSE,TRUE,Urban,1
S25458,3.98,0.029,0,15.2,0.94,4,21.4,0.01,47,2,TRUE,FALSE,TRUE,Rural,0
S25862,3.08,-0.051,2,14.7,0.74,3,10.5,0.33,11,1,TRUE,FALSE,TRUE,Rural,0
S73509,2.70,0.177,0,15.6,0.83,3,13.3,0.06,27,3,FALSE,TRUE,FALSE,Rural,0
S28786,3.42,0.286,0,15.7,0.97,5,18.2,0.02,57,3,TRUE,TRUE,TRUE,Urban,0
S54959,3.20,0.265,0,16.6,0.94,4,24.3,0.03,33,2,TRUE,TRUE,FALSE,Urban,0
S87796,3.31,0.189,0,15.4,0.98,4,15.7,0.07,21,3,TRUE,TRUE,TRUE,Urban,0
S27308,3.13,0.097,0,16.8,0.76,4,8.6,0.31,17,1,FALSE,TRUE,TRUE,Rural,0
S57041,2.73,-0.113,2,14.2,0.80,2,8.2,0.16,7,0,TRUE,FALSE,TRUE,Rural,0
S58946,2.99,-0.031,2,12.4,0.86,2,9.4,0.12,14,0,FALSE,FALSE,TRUE,Urban,0
S95424,1.74,-0.116,1,12.9,0.72,3,4.3,0.62,7,1,FALSE,TRUE,TRUE,Rural,1
S86563,2.55,0.108,0,13.4,0.74,3,10.0,0.30,6,4,TRUE,TRUE,FALSE,Rural,0
S50330,3.38,0.008,0,17.0,0.92,4,15.4,0.07,25,2,TRUE,FALSE,TRUE,Rural,0
S44669,3.09,-0.074,1,17.9,0.84,2,17.3,0.20,20,1,FALSE,TRUE,FALSE,Rural,0
S54696,1.46,-0.330,2,13.2,0.75,3,2.1,0.49,4,1,FALSE,FALSE,TRUE,Rural,0
S43483,2.67,0.001,2,13.0,0.91,2,19.2,0.05,9,3,FALSE,TRUE,FALSE,Rural,1
S39318,3.89,0.093,0,15.8,0.92,4,23.7,0.07,45,2,TRUE,FALSE,FALSE,Rural,0
S32588,3.11,-0.029,2,17.3,0.84,2,19.2,0.34,9,1,FALSE,TRUE,TRUE,Rural,0
S13000,2.42,0.118,2,17.3,0.84,2,12.4,0.23,22,0,FALSE,FALSE,TRUE,Rural,0
S39818,1.84,-0.417,2,14.6,0.53,2,7.9,0.71,6,0,FALSE,FALSE,FALSE,Urban,1
S87457,2.83,0.002,0,14.4,0.75,4,10.7,0.13,8,1,FALSE,TRUE,TRUE,Rural,1
S59464,4.00,0.261,0,15.8,0.99,5,20.2,0.09,35,1,TRUE,TRUE,TRUE,Urban,0
S82838,2.52,-0.073,0,14.6,0.73,4,12.0,0.26,16,3,FALSE,TRUE,FALSE,Urban,0
S43022,2.93,-0.035,2,16.2,0.84,4,16.8,0.21,11,4,TRUE,FALSE,TRUE,Rural,0
S51829,3.89,0.130,0,15.3,0.99,4,24.3,0.01,55,3,TRUE,FALSE,FALSE,Rural,0
S61632,3.45,0.049,0,16.8,0.98,5,15.3,0.10,53,3,TRUE,FALSE,FALSE,Urban,0
S55408,2.59,-0.170,2,13.5,0.70,3,16.6,0.13,17,3,TRUE,TRUE,TRUE,Rural,0
S30281,1.30,-0.201,2,13.3,0.44,2,0.5,0.78,6,0,FALSE,FALSE,FALSE,Urban,1
S17903,2.31,0.161,2,15.9,0.83,3,11.9,0.07,23,2,FALSE,FALSE,FALSE,Urban,0
S88294,2.90,0.148,2,14.7,0.82,3,11.0,0.19,34,2,FALSE,TRUE,TRUE,Urban,0
S34867,3.86,0.286,0,17.1,0.98,4,21.4,0.10,23,1,TRUE,TRUE,TRUE,Urban,0
S56828,2.77,0.089,1,14.3,0.78,2,5.6,0.44,31,3,FALSE,FALSE,FALSE,Rural,0
S15546,3.29,-0.126,0,15.8,0.94,2,17.8,0.34,27,2,TRUE,FALSE,TRUE,Rural,0
S16613,3.93,0.068,0,15.6,0.92,5,24.9,0.03,53,2,TRUE,FALSE,TRUE,Rural,0
S61130,3.26,0.212,0,15.9,0.92,5,19.3,0.09,33,3,TRUE,TRUE,TRUE,Urban,0
S46491,3.47,0.139,0,17.3,0.95,4,21.4,0.07,42,3,TRUE,TRUE,FALSE,Rural,0
S45683,3.26,0.293,0,16.2,1.00,4,20.7,0.05,37,3,TRUE,FALSE,FALSE,Rural,0
S17571,2.24,0.170,1,17.0,0.86,4,12.4,0.06,21,3,TRUE,TRUE,TRUE,Urban,0
S21436,2.35,-0.036,1,17.1,0.81,2,11.2,0.43,34,2,FALSE,FALSE,FALSE,Rural,0
S57424,2.58,-0.056,2,13.9,0.78,3,11.3,0.35,21,2,TRUE,TRUE,FALSE,Urban,0
S90229,1.76,-0.444,3,12.5,0.46,1,7.7,0.91,7,0,FALSE,TRUE,FALSE,Rural,1
S16608,3.51,0.283,0,17.9,0.93,5,15.3,0.08,58,3,TRUE,TRUE,FALSE,Rural,0
S31873,3.88,0.016,0,15.2,0.91,4,15.3,0.07,59,2,TRUE,FALSE,FALSE,Urban,0
S28206,3.63,0.190,0,15.7,0.93,4,19.8,0.03,38,3,TRUE,FALSE,FALSE,Urban,0
S40820,3.19,-0.176,0,12.7,0.74,3,6.7,0.21,26,3,FALSE,FALSE,TRUE,Rural,1
S95873,3.25,0.164,1,15.8,0.81,3,9.6,0.45,29,1,FALSE,TRUE,TRUE,Rural,0
S57645,3.69,0.069,0,17.8,0.95,4,24.2,0.10,39,3,TRUE,FALSE,TRUE,Rural,0
S75008,3.28,-0.140,2,17.6,0.85,2,13.5,0.14,25,2,FALSE,FALSE,FALSE,Urban,1
S89433,2.34,-0.147,2,14.5,0.94,4,11.3,0.26,22,0,FALSE,TRUE,TRUE,Rural,0
S14645,3.30,0.084,1,17.3,0.87,4,5.8,0.15,12,2,TRUE,FALSE,FALSE,Urban,0
S51485,2.61,0.074,0,12.0,0.87,2,19.1,0.35,13,0,FALSE,TRUE,TRUE,Rural,1
S93944,3.97,0.053,0,16.0,0.94,5,18.9,0.03,21,3,TRUE,TRUE,FALSE,Rural,0
S77450,2.81,0.158,2,16.1,0.84,3,9.6,0.30,28,4,TRUE,FALSE,TRUE,Rural,0
S99251,2.07,-0.251,3,14.4,0.50,2,6.9,0.75,0,0,FALSE,TRUE,FALSE,Urban,0
S26355,1.99,-0.378,1,13.6,0.62,3,5.0,0.45,0,1,FALSE,TRUE,TRUE,Rural,1
S72294,2.03,-0.303,3,14.0,0.53,3,5.5,0.44,6,1,FALSE,TRUE,FALSE,Rural,1
S44761,3.53,0.288,0,17.7,0.90,5,17.9,0.00,39,1,TRUE,FALSE,TRUE,Urban,0
S88427,3.67,0.113,0,15.4,0.97,5,20.3,0.04,30,3,TRUE,FALSE,TRUE,Rural,0
S97021,3.68,0.089,0,17.5,0.90,5,15.6,0.06,50,3,TRUE,TRUE,FALSE,Rural,0
S77063,3.83,0.012,0,15.2,0.99,4,24.5,0.10,39,3,TRUE,TRUE,TRUE,Rural,0
S28003,2.55,0.142,0,13.2,0.78,4,16.6,0.06,24,3,FALSE,FALSE,FALSE,Urban,0
S75552,3.84,0.141,0,16.5,0.92,5,19.5,0.03,46,3,TRUE,FALSE,FALSE,Rural,0
S64280,1.80,-0.188,3,11.8,0.49,3,1.2,0.42,2,1,FALSE,TRUE,TRUE,Rural,1
S75541,3.69,0.294,0,15.1,0.99,5,21.8,0.01,45,2,TRUE,FALSE,TRUE,Rural,0
S28483,3.41,0.050,0,17.8,0.91,4,23.4,0.05,25,3,TRUE,FALSE,FALSE,Rural,0
S75350,3.05,-0.145,2,17.5,0.86,2,13.4,0.29,28,0,TRUE,TRUE,FALSE,Urban,0
S95454,1.01,-0.282,1,14.5,0.62,3,6.1,0.57,8,0,FALSE,TRUE,TRUE,Rural,1
S38897,2.84,-0.194,1,13.8,0.87,3,7.0,0.23,18,3,FALSE,FALSE,FALSE,Rural,0
S73159,2.68,0.144,1,14.4,0.80,4,6.9,0.33,13,0,FALSE,FALSE,FALSE,Urban,0
S12279,3.30,0.017,2,13.4,0.70,3,10.6,0.19,23,4,FALSE,TRUE,TRUE,Urban,0
S14859,2.96,0.167,0,14.3,0.80,3,14.6,0.06,29,2,FALSE,TRUE,TRUE,Rural,0
S33906,2.86,0.074,2,17.0,0.87,2,12.6,0.40,32,3,FALSE,FALSE,TRUE,Rural,0
S45796,3.48,0.045,0,16.4,0.92,5,19.3,0.09,37,1,TRUE,TRUE,FALSE,Rural,0
S34704,3.50,0.148,0,15.2,0.99,4,16.3,0.06,36,1,TRUE,FALSE,TRUE,Urban,0
S96612,2.12,-0.382,1,9.7,0.41,2,6.4,0.67,7,0,FALSE,FALSE,TRUE,Rural,1
S81670,3.40,-0.032,2,16.9,0.84,4,9.9,0.27,19,1,TRUE,FALSE,FALSE,Rural,0
S66370,3.52,0.060,0,16.1,0.94,4,22.5,0.00,54,3,TRUE,TRUE,TRUE,Urban,0
S83851,3.32,-0.138,0,14.1,0.90,3,13.4,0.10,25,2,TRUE,FALSE,TRUE,Rural,0
S93520,3.33,0.064,0,16.4,0.94,5,20.9,0.07,47,3,TRUE,FALSE,FALSE,Rural,0
S14563,2.75,0.103,1,16.8,0.71,4,12.7,0.10,10,1,TRUE,TRUE,TRUE,Rural,0
S15628,1.47,-0.414,4,13.9,0.62,3,1.8,0.52,2,0,FALSE,TRUE,FALSE,Rural,1
S11354,3.24,0.199,0,15.3,0.98,5,17.6,0.02,54,1,TRUE,TRUE,FALSE,Urban,0
S63203,2.84,-0.005,0,14.5,0.71,2,5.8,0.10,24,2,FALSE,FALSE,FALSE,Rural,1
S48909,3.93,0.182,0,16.0,0.92,4,20.6,0.07,35,2,TRUE,TRUE,TRUE,Urban,0
S56330,3.79,0.069,0,17.8,0.92,4,16.5,0.03,28,3,TRUE,TRUE,TRUE,Urban,0
S84462,2.87,0.164,1,15.7,0.83,2,7.0,0.07,29,0,TRUE,FALSE,TRUE,Rural,1
S86828,2.75,-0.023,1,17.1,0.72,4,6.2,0.13,13,4,TRUE,TRUE,FALSE,Rural,0
S16782,2.30,-0.135,0,15.6,0.89,4,19.5,0.26,19,0,FALSE,TRUE,TRUE,Urban,0
S86415,2.15,-0.259,3,12.5,0.74,3,4.5,0.77,0,1,FALSE,TRUE,FALSE,Urban,1
S56941,3.69,0.192,0,16.8,0.98,4,22.6,0.04,23,2,TRUE,TRUE,FALSE,Urban,0
S77233,2.41,-0.153,0,15.6,0.89,2,12.9,0.06,15,0,TRUE,FALSE,TRUE,Urban,0
S24055,3.92,0.147,0,17.8,1.00,4,23.6,0.01,56,1,TRUE,TRUE,TRUE,Rural,0
S92250,1.99,-0.298,2,11.1,0.51,1,7.0,0.47,7,1,FALSE,TRUE,TRUE,Urban,1
S25922,2.29,0.053,1,14.0,0.84,3,19.4,0.17,31,1,FALSE,FALSE,FALSE,Urban,0
S28351,2.44,0.144,1,12.0,0.84,4,14.7,0.37,20,0,FALSE,TRUE,TRUE,Urban,1
S19815,2.33,0.068,2,17.9,0.79,4,5.1,0.43,24,2,TRUE,TRUE,FALSE,Rural,0
S68571,2.99,-0.117,2,15.4,0.74,2,11.7,0.39,25,3,TRUE,FALSE,FALSE,Rural,0
S12621,3.67,0.053,0,17.4,0.91,4,15.4,0.06,56,3,TRUE,TRUE,FALSE,Urban,0
S80270,3.31,0.091,0,15.8,0.87,4,17.2,0.05,5,3,TRUE,FALSE,TRUE,Urban,0
S95743,3.96,0.228,0,17.6,0.90,5,24.5,0.09,41,3,TRUE,FALSE,FALSE,Rural,0
S26209,2.48,0.138,0,16.0,0.92,4,9.1,0.27,18,3,TRUE,TRUE,TRUE,Rural,0
S41085,2.65,0.179,2,17.2,0.86,4,13.6,0.36,22,1,TRUE,FALSE,TRUE,Rural,0
S60781,3.49,0.217,0,15.9,0.98,5,17.9,0.01,27,3,TRUE,FALSE,FALSE,Rural,0
S24157,3.70,0.203,0,16.7,0.95,5,17.9,0.06,27,3,TRUE,FALSE,TRUE,Rural,0
S96712,3.84,0.079,0,17.6,0.92,5,23.8,0.07,25,3,TRUE,FALSE,TRUE,Rural,0
S54073,3.88,0.027,0,17.5,1.00,4,15.1,0.03,53,3,TRUE,FALSE,TRUE,Rural,0
S78276,2.53,-0.187,2,16.1,0.71,3,14.4,0.06,21,2,FALSE,FALSE,TRUE,Urban,0
S57069,3.10,-0.102,1,13.9,0.70,4,13.1,0.37,17,1,TRUE,FALSE,TRUE,Urban,1
S26644,2.93,-0.083,2,13.7,0.88,2,13.0,0.10,17,2,FALSE,FALSE,TRUE,Rural,0
S52691,3.59,0.262,0,15.4,0.90,4,19.6,0.06,31,1,TRUE,TRUE,FALSE,Urban,0
S97050,3.74,0.204,0,16.4,0.91,5,18.9,0.06,40,1,TRUE,TRUE,FALSE,Rural,0
S14098,2.47,-0.172,0,13.9,0.94,3,8.8,0.31,28,4,FALSE,FALSE,TRUE,Urban,0
S47903,3.16,0.166,2,17.2,0.72,3,19.5,0.29,34,3,TRUE,TRUE,TRUE,Rural,0
S30404,3.37,0.030,1,13.5,0.77,4,17.2,0.27,17,2,TRUE,FALSE,FALSE,Rural,0
S37413,2.95,-0.148,1,16.1,0.88,3,12.5,0.19,12,1,TRUE,TRUE,FALSE,Rural,1
S10792,3.71,0.044,0,15.3,0.97,5,15.4,0.09,34,1,TRUE,FALSE,TRUE,Rural,0
S18497,1.30,-0.472,4,14.3,0.46,3,0.7,0.76,6,1,FALSE,TRUE,TRUE,Urban,1
S97083,3.38,0.122,0,15.6,0.92,5,22.4,0.05,54,2,TRUE,FALSE,FALSE,Rural,0
S97815,1.88,-0.253,1,14.2,0.76,3,6.2,0.91,8,1,FALSE,FALSE,TRUE,Rural,0
S42510,1.19,-0.255,2,12.3,0.71,2,6.8,0.48,4,1,FALSE,TRUE,TRUE,Urban,0
S87559,1.06,-0.193,2,13.8,0.69,2,3.9,0.87,7,1,FALSE,FALSE,TRUE,Urban,1
S33627,2.26,-0.140,0,13.3,0.70,2,13.4,0.13,24,3,TRUE,FALSE,TRUE,Urban,0
S15298,2.29,0.007,1,12.3,0.91,2,5.5,0.08,23,3,TRUE,TRUE,TRUE,Urban,0
S20035,3.90,0.059,0,16.7,0.98,5,17.0,0.03,46,1,TRUE,FALSE,TRUE,Urban,0
S52085,3.94,0.022,0,17.3,0.92,5,15.3,0.08,54,3,TRUE,TRUE,TRUE,Rural,0
S11130,2.55,-0.072,2,12.2,0.95,2,7.0,0.41,11,2,FALSE,FALSE,TRUE,Rural,1
S50840,1.90,-0.181,2,12.6,0.49,3,0.3,0.49,5,0,FALSE,TRUE,TRUE,Urban,1
S11340,3.23,0.001,0,16.3,0.99,4,18.2,0.03,57,1,TRUE,FALSE,FALSE,Rural,0
S30054,3.97,0.139,0,17.2,0.98,4,19.3,0.05,43,3,TRUE,TRUE,TRUE,Rural,0
S36786,1.21,-0.330,2,12.2,0.64,3,6.8,0.41,7,1,FALSE,FALSE,FALSE,Rural,1
S56683,2.23,-0.084,1,13.4,0.87,2,12.6,0.32,30,2,FALSE,FALSE,TRUE,Rural,0
S16670,2.69,-0.011,2,13.6,0.89,4,15.8,0.38,12,1,FALSE,FALSE,FALSE,Urban,1
S63874,3.76,0.200,0,17.7,0.90,5,22.2,0.00,24,1,TRUE,TRUE,FALSE,Urban,0
S89511,3.24,0.182,0,15.8,0.78,3,17.8,0.23,6,1,FALSE,TRUE,FALSE,Urban,0
S83545,3.16,-0.043,2,15.8,0.83,4,19.6,0.36,11,4,FALSE,TRUE,FALSE,Urban,0
S75564,3.29,0.004,0,15.2,0.98,5,20.9,0.03,43,3,TRUE,FALSE,FALSE,Urban,0
S65524,3.34,0.168,0,17.0,0.92,4,22.8,0.03,54,3,TRUE,TRUE,TRUE,Rural,0
S49313,3.17,-0.106,0,14.3,0.91,4,16.9,0.14,14,2,TRUE,FALSE,TRUE,Urban,0
S58135,2.25,0.147,1,15.5,0.70,4,20.0,0.43,27,1,TRUE,FALSE,TRUE,Urban,0
S29369,3.55,0.173,0,15.5,1.00,5,17.3,0.08,50,3,TRUE,FALSE,FALSE,Urban,0
S30386,2.36,-0.129,2,14.2,0.73,2,18.9,0.18,22,0,TRUE,FALSE,TRUE,Rural,0
S66924,2.93,0.048,2,13.2,0.79,2,18.6,0.23,23,3,FALSE,TRUE,FALSE,Rural,0
S48195,2.72,0.086,1,15.1,0.86,4,15.3,0.17,19,0,TRUE,FALSE,TRUE,Urban,0
S64434,2.44,0.171,2,14.9,0.81,4,12.2,0.36,22,2,FALSE,FALSE,FALSE,Urban,0
S32269,1.41,-0.113,2,14.4,0.72,3,7.9,0.51,0,1,FALSE,FALSE,TRUE,Urban,1
S94746,3.51,0.145,0,17.5,0.99,5,23.1,0.07,22,1,TRUE,TRUE,TRUE,Urban,0
S89604,3.81,0.184,0,15.2,0.94,4,19.6,0.04,52,3,TRUE,FALSE,FALSE,Urban,0
S80061,3.14,-0.080,0,17.1,0.85,2,13.7,0.29,5,4,TRUE,FALSE,FALSE,Rural,0
S95716,3.29,0.165,1,15.2,0.90,3,16.4,0.10,33,3,TRUE,TRUE,TRUE,Urban,0
S45353,3.34,0.171,0,16.8,0.95,5,20.7,0.08,37,2,TRUE,TRUE,FALSE,Rural,0
S17968,3.54,0.202,0,15.3,0.95,5,24.9,0.08,57,2,TRUE,FALSE,TRUE,Urban,0
S78857,3.23,0.231,0,16.1,0.99,4,22.7,0.04,45,1,TRUE,TRUE,TRUE,Rural,0
S37917,3.14,-0.091,0,13.9,0.77,3,6.5,0.16,34,4,TRUE,FALSE,TRUE,Rural,1
S73559,2.17,-0.311,1,12.5,0.52,3,0.8,0.49,5,1,FALSE,FALSE,FALSE,Urban,1
S44387,3.09,0.126,0,18.0,0.71,4,13.2,0.44,18,3,FALSE,FALSE,FALSE,Urban,0
S70669,3.05,0.034,1,17.7,0.72,2,15.9,0.44,28,4,FALSE,TRUE,FALSE,Rural,0
S14568,3.43,0.050,0,16.4,0.97,5,23.9,0.06,53,2,TRUE,TRUE,TRUE,Urban,0
S51078,3.11,-0.194,2,15.3,0.76,3,16.6,0.14,33,2,FALSE,FALSE,FALSE,Urban,0
S45249,1.00,-0.368,2,10.4,0.73,1,5.9,0.46,9,1,FALSE,FALSE,TRUE,Urban,1
S23193,3.02,-0.012,1,15.7,0.71,3,15.2,0.16,16,2,TRUE,TRUE,FALSE,Rural,0
S96109,3.70,0.277,0,17.4,0.99,5,20.5,0.10,32,2,TRUE,TRUE,FALSE,Urban,0
S52944,3.08,0.196,0,14.6,0.81,3,17.8,0.09,33,2,FALSE,TRUE,TRUE,Urban,0
S14011,2.43,-0.064,1,15.1,0.87,2,10.4,0.10,9,1,TRUE,TRUE,FALSE,Rural,0
S29651,3.01,-0.083,0,14.0,0.87,3,17.1,0.19,7,1,TRUE,TRUE,FALSE,Urban,0
S65140,1.93,-0.170,4,13.4,0.48,2,5.7,0.47,7,1,FALSE,TRUE,TRUE,Urban,1
S69960,2.77,-0.133,2,15.5,0.71,4,5.3,0.10,30,1,TRUE,TRUE,FALSE,Rural,1
S16299,2.35,0.033,1,12.6,0.91,2,5.0,0.42,31,3,TRUE,FALSE,FALSE,Urban,0
S87532,2.44,-0.121,1,16.8,0.92,4,13.1,0.17,30,4,FALSE,TRUE,TRUE,Rural,1
S31267,2.67,-0.164,0,13.5,0.74,3,19.4,0.16,16,1,TRUE,TRUE,FALSE,Rural,0
S28064,2.54,0.095,0,15.1,0.91,4,13.0,0.10,21,1,FALSE,TRUE,TRUE,Rural,0
S28230,1.52,-0.187,4,14.7,0.62,2,4.4,0.54,4,1,FALSE,TRUE,FALSE,Rural,1
S18611,3.61,0.080,0,15.5,0.93,5,17.8,0.04,28,3,TRUE,TRUE,TRUE,Rural,0
S87786,3.91,0.141,0,16.4,0.92,4,23.5,0.01,27,2,TRUE,FALSE,TRUE,Urban,0
S13863,3.32,0.188,0,17.9,0.91,4,18.5,0.00,41,1,TRUE,FALSE,TRUE,Rural,0
S30676,3.30,0.094,0,14.4,0.91,4,7.9,0.36,5,3,FALSE,TRUE,FALSE,Rural,1
S75176,3.16,0.071,1,12.4,0.76,2,16.1,0.13,34,4,TRUE,FALSE,TRUE,Urban,0
S48914,1.78,-0.448,2,12.5,0.61,3,7.4,0.46,5,0,FALSE,TRUE,FALSE,Urban,1
S16239,2.11,-0.189,1,13.0,0.76,3,6.9,0.50,7,1,FALSE,FALSE,FALSE,Rural,1
S46345,2.70,0.132,1,15.0,0.79,3,18.6,0.25,15,3,FALSE,FALSE,FALSE,Rural,0
S36835,3.81,0.270,0,16.0,0.91,5,16.9,0.07,53,2,TRUE,TRUE,FALSE,Urban,0
S89130,3.34,0.001,0,15.9,0.94,5,21.1,0.03,24,2,TRUE,FALSE,TRUE,Urban,0
S25913,3.31,0.142,0,15.8,0.92,4,24.7,0.03,45,2,TRUE,TRUE,FALSE,Rural,0
S90646,3.95,0.022,0,17.5,0.93,4,23.3,0.03,59,1,TRUE,TRUE,TRUE,Rural,0
S99340,3.05,-0.018,2,16.9,0.71,2,8.6,0.07,17,0,FALSE,FALSE,TRUE,Rural,0
S72096,2.70,-0.048,2,16.2,0.90,2,9.7,0.28,31,0,FALSE,FALSE,TRUE,Rural,0
S75312,2.54,0.012,2,13.7,0.91,2,15.2,0.33,12,2,TRUE,TRUE,TRUE,Rural,0
S15539,3.38,-0.103,1,16.0,0.91,4,16.3,0.15,32,2,FALSE,TRUE,TRUE,Urban,1
S30824,3.35,0.199,0,16.9,0.92,5,21.6,0.03,42,1,TRUE,TRUE,TRUE,Urban,0
S20258,3.21,0.192,0,17.2,0.98,5,23.2,0.03,29,3,TRUE,FALSE,TRUE,Urban,0
S76337,2.92,-0.033,0,16.9,0.95,3,6.7,0.18,33,2,FALSE,FALSE,TRUE,Urban,0
S51357,3.69,0.081,0,16.9,0.94,5,22.5,0.07,27,3,TRUE,FALSE,FALSE,Urban,0
S42225,3.97,0.143,0,15.5,0.99,4,21.4,0.01,52,1,TRUE,TRUE,TRUE,Rural,0
S59501,2.85,0.056,2,16.5,0.89,4,18.4,0.29,12,2,FALSE,FALSE,TRUE,Rural,0
S91432,3.24,-0.131,1,14.1,0.80,2,11.6,0.26,13,3,TRUE,TRUE,TRUE,Urban,0
S18733,3.18,0.076,0,16.9,0.78,3,15.9,0.38,22,0,FALSE,TRUE,TRUE,Urban,0
S81305,3.16,0.070,2,12.0,0.86,4,5.6,0.33,16,2,FALSE,TRUE,FALSE,Urban,0
S15611,2.87,-0.136,2,15.6,0.77,2,11.8,0.36,17,0,TRUE,FALSE,TRUE,Urban,0
S80127,2.30,-0.111,1,14.5,0.85,3,9.3,0.35,17,0,FALSE,TRUE,TRUE,Rural,1
S94238,2.46,0.192,0,12.6,0.90,2,17.5,0.10,6,4,TRUE,FALSE,TRUE,Urban,0
S87645,3.58,0.073,0,16.6,0.95,5,17.3,0.04,45,2,TRUE,FALSE,FALSE,Urban,0
S82047,3.34,0.159,0,17.9,0.92,4,15.7,0.01,51,3,TRUE,TRUE,TRUE,Urban,0
S21432,3.54,0.285,0,16.7,0.98,5,20.2,0.04,25,3,TRUE,FALSE,TRUE,Rural,0
S43057,3.06,0.160,1,17.8,0.92,3,18.3,0.42,30,3,TRUE,TRUE,FALSE,Rural,0
S33412,3.54,0.177,0,16.0,0.98,4,18.6,0.04,43,3,TRUE,TRUE,TRUE,Urban,0
S64808,3.75,0.068,0,17.9,0.95,5,16.4,0.04,59,1,TRUE,FALSE,FALSE,Rural,0
S19899,1.98,-0.387,2,11.6,0.46,3,0.9,0.44,3,1,FALSE,FALSE,FALSE,Urban,1
S33186,3.11,-0.077,2,17.6,0.88,4,15.6,0.42,28,2,FALSE,TRUE,TRUE,Rural,0
S93391,3.07,0.083,0,16.3,0.84,4,10.9,0.36,21,3,TRUE,FALSE,TRUE,Rural,0
S82925,2.83,-0.044,1,12.9,0.84,2,15.1,0.39,27,0,TRUE,TRUE,TRUE,Urban,0
S57107,3.77,0.157,0,17.7,0.95,5,16.1,0.06,32,1,TRUE,FALSE,TRUE,Rural,0
